nombre,link,direccion,tipo,categoria,telefono,email
4 VENTOS,https://www.turismo.gal/recurso/-/detalle/v-po-000095/4-ventos?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Valladares, nº 412 36214 Vigo - Pontevedra",Café bar,,,
4ELEMENTOS,https://www.turismo.gal/recurso/-/detalle/28385/4elementos?langId=es_ES&tp=24&ctre=142,"Calle Santo Domingo, nº 18 36700 Tui - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,isaacmiguezviana@gmail.com
7 NUDOS,https://www.turismo.gal/recurso/-/detalle/v-po-008240/7-nudos?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Montemogos, nº 154 36937 Bueu - Pontevedra",Café bar,,,taperia7nudos@gmail.com
78 GASTROBAR,https://www.turismo.gal/recurso/-/detalle/31864/78-gastrobar?langId=es_ES&tp=24&ctre=142,"Pai Crespo, nº 13 36800 Redondela - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 404 971,setentayochogastrobar@gmail.com
80´S,https://www.turismo.gal/recurso/-/detalle/210512000332/80-s?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Atlantida, nº 54 36208 Vigo - Pontevedra",Café bar,,,
9 OLAS,https://www.turismo.gal/recurso/-/detalle/12293/9-olas?langId=es_ES&tp=24&ctre=142,"A Lanzada, nº 137 36990 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 634 745 657,
"9,99 POLBOBAR",https://www.turismo.gal/recurso/-/detalle/170522000482/9-99-polbobar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza CONSTITUCION, nº 10 36202 Vigo - Pontevedra",Café bar,,,
A ARRIBADA,https://www.turismo.gal/recurso/-/detalle/16404/a-arribada?langId=es_ES&tp=24&ctre=142,"Calle Alvaro Mourelle , nº 11 36340 Nigrán - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,,
A CAPELA,https://www.turismo.gal/recurso/-/detalle/180920000172/a-capela?langId=es_ES&tp=24&ctre=142,"Camino Fontenla, nº 134 36200 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 490 385,
A TABERNA,https://www.turismo.gal/recurso/-/detalle/v-po-008805/a-taberna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Couto de San Honorato, nº 143 36204 Vigo - Pontevedra",Café bar,,,lourorodriguezz@gmail.com
A ADEGA,https://www.turismo.gal/recurso/-/detalle/240905000059/a-adega?langId=es_ES&tp=1001549,"Lg. Prado, nº 62 36512 Lalín - Pontevedra",Café Bar,,+34 676 070 169,evacostalamas@gmail.com
A ADEGA,https://www.turismo.gal/recurso/-/detalle/v-po-008044/a-adega?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rúa Nº 6, nº 11 36660 Moraña - Pontevedra",Café bar,,,cafebarmaracaibo@gmail.com
A ALDEA,https://www.turismo.gal/recurso/-/detalle/v-po-009381/a-aldea?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ourense, nº 3 36610 Vilagarcía de Arousa - Pontevedra",Café bar,,,
A BAIA,https://www.turismo.gal/recurso/-/detalle/v-po-006928/a-baia?langId=es_ES&tp=1001549&ctre=40000240,"PONTE-DENA, 16 36967 Meaño - Pontevedra",Café bar,,,
A BAILONA,https://www.turismo.gal/recurso/-/detalle/230606000182/a-bailona?langId=es_ES&tp=1001549&ctre=40000240,"Paseo Alcalde Blanco, nº s/n 36900 Marín - Pontevedra",Café bar,,,asungm34@hotmail.com
A BAIUCA,https://www.turismo.gal/recurso/-/detalle/220601000008/a-baiuca?langId=es_ES&tp=24&ctre=142,"Avenida Benito Vigo, nº 106 36680 A Estrada - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 618 290 383,javierreyiglesias@hotmail.com
A BAIUCA,https://www.turismo.gal/recurso/-/detalle/220809000115/a-baiuca?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Portugal - Praza de Abastos Posto 8, nº 7 36870 Mondariz - Pontevedra",Café bar,,,
A BANDEIRA,https://www.turismo.gal/recurso/-/detalle/210309000835/a-bandeira?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Carballal, nº 29 36318 Vigo - Pontevedra",Café bar,,,
A BARANDA,https://www.turismo.gal/recurso/-/detalle/16168/a-baranda?langId=es_ES&tp=24&ctre=142,36700 Tui - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 660 306,
A BARCA,https://www.turismo.gal/recurso/-/detalle/v-po-008368/a-barca?langId=es_ES&tp=1001549&ctre=40000240,"AVD. DE PONTEVEDRA, 69 619 Vilagarcía de Arousa - Pontevedra",Café bar,,,
A BATEA,https://www.turismo.gal/recurso/-/detalle/r-po-003653/a-batea?langId=es_ES&tp=24&ctre=142,"Calle PEIRAO DE PASAXEIROS , nº S/N 36618 Vilagarcía de Arousa - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,abateataperia@gmail.com
A BATEA,https://www.turismo.gal/recurso/-/detalle/v-po-005646/a-batea?langId=es_ES&tp=1001549&ctre=40000240,AVDA. MONTERO RIOS 163 0 Bueu - Pontevedra,Café bar,,,
A BATEA,https://www.turismo.gal/recurso/-/detalle/v-po-007522/a-batea?langId=es_ES&tp=1001549&ctre=40000240,"Calle Francisco Regalado, nº 34 36993 Poio - Pontevedra",Café bar,,,
A BIBLIOTECA DO FREIXO,https://www.turismo.gal/recurso/-/detalle/220308000115/a-biblioteca-do-freixo?langId=es_ES&tp=1001549&ctre=40000240,"Lugar San Xoan, nº 264 36315 Vigo - Pontevedra",Café bar,,,
A BOCADOS,https://www.turismo.gal/recurso/-/detalle/v-po-009676/a-bocados?langId=es_ES&tp=1001549&ctre=40000240,"Calle Levada do Beco, nº 6 36208 Gondomar - Pontevedra",Café bar,,,anitajoplin@hotmail.com
A BODEGA,https://www.turismo.gal/recurso/-/detalle/v-po-003116/a-bodega?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Subride, nº 110 36215 Vigo - Pontevedra",Café bar,,,abodegaterra@hotmail.com
A BODEGA DE JULIO,https://www.turismo.gal/recurso/-/detalle/v-po-008430/a-bodega-de-julio?langId=es_ES&tp=1001549&ctre=40000240,ESTRADA A LANZADA-PORTONOVO Nº60 970 Sanxenxo - Pontevedra,Café bar,,,
A BODEGA DE MATIAS,https://www.turismo.gal/recurso/-/detalle/180418000278/a-bodega-de-matias?langId=es_ES&tp=1001549&ctre=40000240,"AVENIDA HISPANIDAD, nº 61 36203 Vigo - Pontevedra",Café bar,,,
A BODEGA DE MONCHO,https://www.turismo.gal/recurso/-/detalle/210320001844/a-bodega-de-moncho?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Vella, nº 1 36620 Vilanova de Arousa - Pontevedra",Café bar,,,
A BODEGA DO JUAN,https://www.turismo.gal/recurso/-/detalle/201110000031/a-bodega-do-juan?langId=es_ES&tp=24&ctre=142,"Lg. Porto Iglesia, nº 16 36458 Salvaterra de Miño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 664 196,noeliabargielaromero.t@gmail.com
A BODEGA DO ROXO,https://www.turismo.gal/recurso/-/detalle/v-po-006170/a-bodega-do-roxo?langId=es_ES&tp=1001549&ctre=40000240,"Calle A Pena, nº 3 36650 Caldas de Reis - Pontevedra",Café bar,,,csns1970@gmail.com
A BODEGUILLA,https://www.turismo.gal/recurso/-/detalle/v-po-007182/a-bodeguilla?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. BENITO VIGO, 82 0 A Estrada - Pontevedra",Café bar,,,
A BODEGUIÑA,https://www.turismo.gal/recurso/-/detalle/220803000046/a-bodeguina?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avenida Benito Vigo, nº 68 36686 A Estrada - Pontevedra",Café bar,,,
A BOLA,https://www.turismo.gal/recurso/-/detalle/v-po-008445/a-bola?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fotógrafo Xosé Gil, nº 26 36209 Vigo - Pontevedra",Café bar,,,JALEDHS@YAHOO.ES
A BOLERA,https://www.turismo.gal/recurso/-/detalle/v-po-005747/a-bolera?langId=es_ES&tp=1001549&ctre=40000240,"CIRCUNVALACION, 35 36670 Cuntis - Pontevedra",Café bar,,,
A BOTELLA,https://www.turismo.gal/recurso/-/detalle/v-po-001876/a-botella?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alfonso X El Sabio, nº 1 36211 Vigo - Pontevedra",Café bar,,,
A BOTICA PINTXOTECA PLAYA,https://www.turismo.gal/recurso/-/detalle/210721000355/a-botica-pintxoteca-playa?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Praza do Horreo, nº 5 36988 O Grove - Pontevedra",Café bar,,,
A BOUZA,https://www.turismo.gal/recurso/-/detalle/v-po-007907/a-bouza?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Seixas , nº 32 36209 Vigo - Pontevedra",Café bar,,,
A BROA,https://www.turismo.gal/recurso/-/detalle/220203000073/a-broa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 66 36450 Salvaterra de Miño - Pontevedra",Café bar,,,
A BROA,https://www.turismo.gal/recurso/-/detalle/v-po-009690/a-broa?langId=es_ES&tp=1001549&ctre=40000240,LG. PUZO - SAN MATEO 36869 Ponteareas - Pontevedra,Café bar,,,
A BROCHETA DE PORRIÑO,https://www.turismo.gal/recurso/-/detalle/36515/a-brocheta-de-porrino?langId=es_ES&tp=24&ctre=142,"P. Ind. A Granxa, 260. 1, 11 36412 O Porriño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 342 763,
A BRUMA,https://www.turismo.gal/recurso/-/detalle/191028000296/a-bruma?langId=es_ES&tp=1001549&ctre=40000240,"Calle Can do Pendo, nº 2 36930 Bueu - Pontevedra",Café bar,,,martecafebueu@gmail.com
A BUZACA,https://www.turismo.gal/recurso/-/detalle/220531000649/a-buzaca?langId=es_ES&tp=24&ctre=142,"Soar , nº 57 36667 Moraña - Pontevedra",Restaurante,,+34 986 741 378,info@pepevieira.com
A CABAÑA DE GUERRI,https://www.turismo.gal/recurso/-/detalle/v-po-008934/a-cabana-de-guerri?langId=es_ES&tp=1001549&ctre=40000240,"PG. SANTIAGUIÑO, PARCELA ZC1- ARRUFANA 415 Mos - Pontevedra",Café bar,,,
A CABAZA,https://www.turismo.gal/recurso/-/detalle/v-po-008943/a-cabaza?langId=es_ES&tp=1001549&ctre=40000240,"Lugar A Seca, nº 9 36191 Barro - Pontevedra",Café bar,,,acabazamonllo@gmail.com
A CACHADA,https://www.turismo.gal/recurso/-/detalle/v-po-009332/a-cachada?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Fonte do Curro , nº 42 36992 Barro - Pontevedra",Café bar,,,
A CALUSTRA,https://www.turismo.gal/recurso/-/detalle/v-po-006976/a-calustra?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Bouzavedra, nº 23 36470 Salceda de Caselas - Pontevedra",Café bar,,+34 673 464 863,
A CALZADA,https://www.turismo.gal/recurso/-/detalle/v-po-002729/a-calzada?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Cedelle, nº 11 36599 Vila de Cruces - Pontevedra",Café bar,,,eduardo@itati.es
A CAMELIA,https://www.turismo.gal/recurso/-/detalle/c-po-000907/a-camelia?langId=es_ES&tp=1001550&ctre=40000242,"Calle Alcalde Fandiño, nº 8 36950 Moaña - Pontevedra",Cafetería,,,
A CAMPANA,https://www.turismo.gal/recurso/-/detalle/v-po-001187/a-campana?langId=es_ES&tp=1001549&ctre=40000240,R/DTOR. LALINDE DEL RIO 76 PORTONOVO 0 Sanxenxo - Pontevedra,Café bar,,,
A CANTINA,https://www.turismo.gal/recurso/-/detalle/v-po-000931/a-cantina?langId=es_ES&tp=1001549&ctre=40000240,"Estación FF.CC. de Portas, nº 21 36658 Portas - Pontevedra",Café bar,,,
A CANTINA DA CASA CULTURAL,https://www.turismo.gal/recurso/-/detalle/v-po-009436/a-cantina-da-casa-cultural?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Correlo, nº 1 36860 Ponteareas - Pontevedra",Café bar,,,
A CANTINA DO FONSO,https://www.turismo.gal/recurso/-/detalle/v-po-008772/a-cantina-do-fonso?langId=es_ES&tp=1001549&ctre=40000240,"Calle Conde Torrecedeira, nº 23 36202 Vigo - Pontevedra",Café bar,,,
A CANTURIÑA,https://www.turismo.gal/recurso/-/detalle/v-po-002256/a-canturina?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Riodama, nº 8 36992 Poio - Pontevedra",Café bar,,,fannydorron@gmail.com
A CAPELA,https://www.turismo.gal/recurso/-/detalle/v-po-006073/a-capela?langId=es_ES&tp=1001549&ctre=40000240,"PZ. SANTA LIBERATA, 6 36300 Baiona - Pontevedra",Café bar,,,ines@temis.es
A CAPELA,https://www.turismo.gal/recurso/-/detalle/v-po-006865/a-capela?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Mauro, nº 35 36004 Pontevedra - Pontevedra",Café bar,,,
A CAPELA DA GUIA,https://www.turismo.gal/recurso/-/detalle/v-po-006125/a-capela-da-guia?langId=es_ES&tp=1001549&ctre=40000240,"DOCTOR CORBAL, nº 63 36207 Vigo - Pontevedra",Café bar,,,
A CAPELEIRA,https://www.turismo.gal/recurso/-/detalle/v-po-007035/a-capeleira?langId=es_ES&tp=1001549&ctre=40000240,"Calle Forno , nº 23 36900 Marín - Pontevedra",Café bar,,,
A CAPILLA,https://www.turismo.gal/recurso/-/detalle/170104000025/a-capilla?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Santa Margarita, nº 3 36660 Moraña - Pontevedra",Café bar,,,
A CAPILLA,https://www.turismo.gal/recurso/-/detalle/211207000036/a-capilla?langId=es_ES&tp=1001549&ctre=40000240,"Lg. La Capilla - S. Cibrán, nº s/n 36388 Gondomar - Pontevedra",Café bar,,,bbarreiroo05@gmail.com
A CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/c-po-001031/a-carballeira?langId=es_ES&tp=1001550&ctre=40000242,"Calle SILLEDA , nº 21 36880 A Cañiza - Pontevedra",Cafetería,,,
A CARRIOLA,https://www.turismo.gal/recurso/-/detalle/v-po-009262/a-carriola?langId=es_ES&tp=1001549&ctre=40000240,"RÚA DOS BARREIROS, S/N - MEIRA 955 Moaña - Pontevedra",Café bar,,,
A CASA ANGEL,https://www.turismo.gal/recurso/-/detalle/v-po-009094/a-casa-angel?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Covas, nº 43 36120 Cerdedo-Cotobade - Pontevedra",Café bar,,,suarezgarcia@hotmail.es
A CASA C DE LIRA,https://www.turismo.gal/recurso/-/detalle/210830000485/a-casa-c-de-lira?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Lira- Cernadas, nº 34 36459 Salvaterra de Miño - Pontevedra",Café bar,,,
A CASA DA BURGA,https://www.turismo.gal/recurso/-/detalle/160616000049/a-casa-da-burga?langId=es_ES&tp=1001549&ctre=40000240,"Calle Colón , nº 9 36670 Cuntis - Pontevedra",Café bar,,,
A CASA DA COCA,https://www.turismo.gal/recurso/-/detalle/v-po-009548/a-casa-da-coca?langId=es_ES&tp=1001549&ctre=40000240,"LG. ALDEA, 48 0 Tomiño - Pontevedra",Café bar,,,hbe@hornoshbe.com
A CASA DA FANDIÑA,https://www.turismo.gal/recurso/-/detalle/14094/a-casa-da-fandina?langId=es_ES&tp=24&ctre=142,nº 50 36682 A Estrada - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 586 441,
A CASA DA FEIRA,https://www.turismo.gal/recurso/-/detalle/v-po-009272/a-casa-da-feira?langId=es_ES&tp=1001549&ctre=40000240,"LG. RAMPLA DE FEIRA, 17 - MOSTEIRO 637 Meis - Pontevedra",Café bar,,,
A CASA DA HENRIQUETA,https://www.turismo.gal/recurso/-/detalle/15828/a-casa-da-henriqueta?langId=es_ES&tp=24&ctre=142,"Calle Vicent López, nº 3 36794 Oia - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 636 541 227,administracion@casahenriqueta.com
A CASA DA LEÑA,https://www.turismo.gal/recurso/-/detalle/22596/a-casa-da-lena?langId=es_ES&tp=24&ctre=142,"Calle Figueroa , nº 33 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 722 489 576,GGUERRERO_04@HOTMAIL.COM
A CASA DA PINTORA,https://www.turismo.gal/recurso/-/detalle/280376078/a-casa-da-pintora?langId=es_ES&tp=24&ctre=142,Muíños Do Picón 36770 O Rosal - Pontevedra,Restaurante,,+34 986 626 215,acasadapintora@hotmail.com
A CASA DAS PEJAS,https://www.turismo.gal/recurso/-/detalle/v-po-009525/a-casa-das-pejas?langId=es_ES&tp=1001549&ctre=40000240,"LG. A PRESIÑA, 52 0 Cuntis - Pontevedra",Café bar,,,
A CASA DE ARRIBA,https://www.turismo.gal/recurso/-/detalle/v-po-006906/a-casa-de-arriba?langId=es_ES&tp=1001549&ctre=40000240,"Calle Iglesias Esponda, nº 7 36201 Vigo - Pontevedra",Café bar,,+34 619 025 970,LITTOSFDEZ@GMAIL.COM
A CASA DE MIGUEL,https://www.turismo.gal/recurso/-/detalle/r-po-003565/a-casa-de-miguel?langId=es_ES&tp=24&ctre=142,"RÚA REAL, 14 BAIXO ESQUERDA 0 Cambados - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,
A CASA DE PEDRA,https://www.turismo.gal/recurso/-/detalle/259729784/a-casa-de-pedra?langId=es_ES&tp=24&ctre=142,"Calle Ramón Otero Pedrayo, nº 9 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 651 668 376,alvaropsampaio@hotmail.es
A CASA DE ROSA DA MAZAROCA,https://www.turismo.gal/recurso/-/detalle/190108000051/a-casa-de-rosa-da-mazaroca?langId=es_ES&tp=24&ctre=142,"Lg. de Pazos, nº 66 36141 Vilaboa - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 061 415,reservas@mazaroca.com
A CASA DO CHE,https://www.turismo.gal/recurso/-/detalle/22583/a-casa-do-che?langId=es_ES&tp=24&ctre=142,LG. XESTEIRIÑA 21 979 Sanxenxo - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 723 404,acasadoche@hotmail.es
A CASA DO GATO,https://www.turismo.gal/recurso/-/detalle/v-po-005694/a-casa-do-gato?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ramón Aller, nº 5 36500 Lalín - Pontevedra",Café bar,,,emilianomeijome@gmail.com
A CASA DO MAGO MERLÍN,https://www.turismo.gal/recurso/-/detalle/259406742/a-casa-do-mago-merlin?langId=es_ES&tp=24&ctre=142,"Carretera de Rodeiro, nº 123 Agolada - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,
A CASA DO MARQUÉS,https://www.turismo.gal/recurso/-/detalle/190731000446/a-casa-do-marques?langId=es_ES&tp=24&ctre=142,Illa da Toxa 36991 O Grove - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 730 050,anafraga@eurostarshotelcompany.com
A CASA DO MUELLE,https://www.turismo.gal/recurso/-/detalle/160830000098/a-casa-do-muelle?langId=es_ES&tp=24&ctre=142,"Calle Peirao, nº 22 36690 Soutomaior - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 700 496,marisqueriaarcade@hotmail.com
A CASA DO NETO,https://www.turismo.gal/recurso/-/detalle/v-po-008269/a-casa-do-neto?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Gondar de Abaixo, nº 33 36990 Sanxenxo - Pontevedra",Café bar,,,
A CASA DO ZAPATEIRO,https://www.turismo.gal/recurso/-/detalle/180215000138/a-casa-do-zapateiro?langId=es_ES&tp=24&ctre=142,"Calle A Cereixeira, nº 4 36635 Cambados - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 698 187 801,esther@asesoriacostas.es
A CASA PEQUENA,https://www.turismo.gal/recurso/-/detalle/v-po-009544/a-casa-pequena?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Paradela, nº 3 36969 Meaño - Pontevedra",Café bar,,,pedromendezbugallo@gmail.com
A CASCATA GRILL,https://www.turismo.gal/recurso/-/detalle/268541051/a-cascata-grill?langId=es_ES&tp=24&ctre=142,"Pol. Ind. Areas - Parcela 53, puerta 26 36711 Tui - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 605 103,
A CASIÑA,https://www.turismo.gal/recurso/-/detalle/v-po-006811/a-casina?langId=es_ES&tp=1001549&ctre=40000240,"Calle Manuel Alvarez, nº 14 36780 A Guarda - Pontevedra",Café bar,,,aniarmas7@gmail.com
A CASTAÑA,https://www.turismo.gal/recurso/-/detalle/v-po-003674/a-castana?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Vermella, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,malaquiasrivasjm@gmail.com
A CASTELARA,https://www.turismo.gal/recurso/-/detalle/1021/a-castelara?langId=es_ES&tp=24&ctre=142,"Calle Alameda, nº 1 36610 Vilagarcía de Arousa - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,,
A CENTOLEIRA,https://www.turismo.gal/recurso/-/detalle/38197/a-centoleira?langId=es_ES&tp=24&ctre=142,36930 Bueu - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 323 481,
