nombre,link,direccion,tipo,categoria,telefono,email
AREA BRAVA,https://www.turismo.gal/recurso/-/detalle/10478/area-brava?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,
AREA COVA,https://www.turismo.gal/recurso/-/detalle/10469/area-cova?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,
AREA DA BARCA,https://www.turismo.gal/recurso/-/detalle/9790/area-da-barca?langId=es_ES&tp=3&ctre=15,36992 Poio - Pontevedra,Playa,,,
AREA DA CRUZ,https://www.turismo.gal/recurso/-/detalle/9726/area-da-cruz?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,
AREA DA ILLA (ILLA DE TAMBO),https://www.turismo.gal/recurso/-/detalle/268792289/area-da-illa-illa-de-tambo-?langId=es_ES&tp=3&ctre=15,Poio - Pontevedra,Playa,,,
AREA DAS PIPAS,https://www.turismo.gal/recurso/-/detalle/9693/area-das-pipas?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,
AREA DE BON,https://www.turismo.gal/recurso/-/detalle/10464/area-de-bon?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,
AREA DE REBOREDO,https://www.turismo.gal/recurso/-/detalle/16351/area-de-reboredo?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,
ÁREA DE RECREO A FERVENZA DA TOXA,https://www.turismo.gal/recurso/-/detalle/7067/area-de-recreo-a-fervenza-da-toxa?langId=es_ES&tp=4&ctre=16,36589 Silleda - Pontevedra,Área de recreo,,,
ÁREA DE RECREO ARCOS DA CONDESA,https://www.turismo.gal/recurso/-/detalle/16625/area-de-recreo-arcos-da-condesa?langId=es_ES&tp=4&ctre=16,Caldas de Reis - Pontevedra,Área de recreo,,,
ÁREA DE RECREO AS ERMITAS,https://www.turismo.gal/recurso/-/detalle/16603/area-de-recreo-as-ermitas?langId=es_ES&tp=4&ctre=16,A Lama - Pontevedra,Área de recreo,,,
ÁREA DE RECREO AS MARIÑAS,https://www.turismo.gal/recurso/-/detalle/280381943/area-de-recreo-as-marinas?langId=es_ES&tp=4&ctre=16,36794 Oia - Pontevedra,Área de recreo,,,
ÁREA DE RECREO CARBALLEIRA DO CACHARADO,https://www.turismo.gal/recurso/-/detalle/16478/area-de-recreo-carballeira-do-cacharado?langId=es_ES&tp=4&ctre=16,Campo de la feria A Cañiza - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DA PONTE NOVA,https://www.turismo.gal/recurso/-/detalle/16642/area-de-recreo-da-ponte-nova?langId=es_ES&tp=4&ctre=16,Moraña - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DA PRAIA FLUVIAL CERDEDO,https://www.turismo.gal/recurso/-/detalle/20229/area-de-recreo-da-praia-fluvial-cerdedo?langId=es_ES&tp=4&ctre=16,36130 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE A BOUZA,https://www.turismo.gal/recurso/-/detalle/16643/area-de-recreo-de-a-bouza?langId=es_ES&tp=4&ctre=16,Moraña - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE MAGÁN,https://www.turismo.gal/recurso/-/detalle/16575/area-de-recreo-de-magan?langId=es_ES&tp=4&ctre=16,36670 Cuntis - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE MONDARIZ PRAIA DO VAL,https://www.turismo.gal/recurso/-/detalle/16445/area-de-recreo-de-mondariz-praia-do-val?langId=es_ES&tp=4&ctre=16,Mondariz - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE O POUSADOURO,https://www.turismo.gal/recurso/-/detalle/16474/area-de-recreo-de-o-pousadouro?langId=es_ES&tp=4&ctre=16,As Neves - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE PARADA DE ACHAS,https://www.turismo.gal/recurso/-/detalle/16484/area-de-recreo-de-parada-de-achas?langId=es_ES&tp=4&ctre=16,36887 A Cañiza - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DE PONTE TABOADA,https://www.turismo.gal/recurso/-/detalle/16578/area-de-recreo-de-ponte-taboada?langId=es_ES&tp=4&ctre=16,36543 Silleda - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DO RÍO DEVA,https://www.turismo.gal/recurso/-/detalle/16654/area-de-recreo-do-rio-deva?langId=es_ES&tp=4&ctre=16,36430 Arbo - Pontevedra,Área de recreo,,,
ÁREA DE RECREO DOLMEN-CRUCEIRO DAS PEDRAS,https://www.turismo.gal/recurso/-/detalle/16557/area-de-recreo-dolmen-cruceiro-das-pedras?langId=es_ES&tp=4&ctre=16,36890 Mondariz-Balneario - Pontevedra,Área de recreo,,,
ÁREA DE RECREO LAGO DE CASTIÑEIRAS,https://www.turismo.gal/recurso/-/detalle/11054/area-de-recreo-lago-de-castineiras?langId=es_ES&tp=4&ctre=16,Pontevedra,Área de recreo,,,
ÁREA DE RECREO MONTE ALOIA,https://www.turismo.gal/recurso/-/detalle/10866/area-de-recreo-monte-aloia?langId=es_ES&tp=4&ctre=16,36712 Tui - Pontevedra,Área de recreo,,,
ÁREA DE RECREO O CAMPO DE FÚTBOL DE TORROÑA,https://www.turismo.gal/recurso/-/detalle/280381945/area-de-recreo-o-campo-de-futbol-de-torrona?langId=es_ES&tp=4&ctre=16,36779 Oia - Pontevedra,Área de recreo,,,
ÁREA DE RECREO PARQUE DA MOA,https://www.turismo.gal/recurso/-/detalle/11063/area-de-recreo-parque-da-moa?langId=es_ES&tp=4&ctre=16,36580 Vila de Cruces - Pontevedra,Área de recreo,,,
ÁREA DE RECREO PENA DE FRANCIA,https://www.turismo.gal/recurso/-/detalle/16576/area-de-recreo-pena-de-francia?langId=es_ES&tp=4&ctre=16,36518 Dozón - Pontevedra,Área de recreo,,,
ÁREA DE RECREO VILASOBROSO,https://www.turismo.gal/recurso/-/detalle/16447/area-de-recreo-vilasobroso?langId=es_ES&tp=4&ctre=16,Mondariz - Pontevedra,Área de recreo,,,
AREA DE SECADA,https://www.turismo.gal/recurso/-/detalle/10092/area-de-secada?langId=es_ES&tp=3&ctre=15,36626 A Illa de Arousa - Pontevedra,Playa,,,
AREA DOS CANS (ILLA DE ONS),https://www.turismo.gal/recurso/-/detalle/11378/area-dos-cans-illa-de-ons-?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,
AREA FOFA,https://www.turismo.gal/recurso/-/detalle/268643524/area-fofa?langId=es_ES&tp=3&ctre=15,Nigrán - Pontevedra,Playa,,,
AREA GRANDE,https://www.turismo.gal/recurso/-/detalle/10526/area-grande?langId=es_ES&tp=3&ctre=15,36780 A Guarda - Pontevedra,Playa,,,
AREA GRANDE,https://www.turismo.gal/recurso/-/detalle/9700/area-grande?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,
AREA GRANDE DO MIXUEIRO (ILLAS CÍES),https://www.turismo.gal/recurso/-/detalle/268739511/area-grande-do-mixueiro-illas-cies-?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,
AREA MILLA,https://www.turismo.gal/recurso/-/detalle/10486/area-milla?langId=es_ES&tp=3&ctre=15,36949 Cangas - Pontevedra,Playa,,,
"ÁREA RECREATIVA ""O ABESEIRO""",https://www.turismo.gal/recurso/-/detalle/280381698/area-recreativa-o-abeseiro-?langId=es_ES&tp=4&ctre=16,36597 Vila de Cruces - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA A FREIXA,https://www.turismo.gal/recurso/-/detalle/16439/area-recreativa-a-freixa?langId=es_ES&tp=4&ctre=16,36866 Ponteareas - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA A FREIXEIRA,https://www.turismo.gal/recurso/-/detalle/3760/area-recreativa-a-freixeira?langId=es_ES&tp=4&ctre=16,Forcarei - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DA PARADANTA,https://www.turismo.gal/recurso/-/detalle/16599/area-recreativa-da-paradanta?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DA PIEDADE,https://www.turismo.gal/recurso/-/detalle/16600/area-recreativa-da-piedade?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DE A SALETA,https://www.turismo.gal/recurso/-/detalle/16579/area-recreativa-de-a-saleta?langId=es_ES&tp=4&ctre=16,36547 Silleda - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DE PEÑA DE FRANCIA,https://www.turismo.gal/recurso/-/detalle/16475/area-recreativa-de-pena-de-francia?langId=es_ES&tp=4&ctre=16,36887 A Cañiza - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DE QUIREZA,https://www.turismo.gal/recurso/-/detalle/16641/area-recreativa-de-quireza?langId=es_ES&tp=4&ctre=16,Cerdedo-Cotobade - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DE RUBINDO,https://www.turismo.gal/recurso/-/detalle/280381654/area-recreativa-de-rubindo?langId=es_ES&tp=4&ctre=16,36475 Salceda de Caselas - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DE TOMONDE,https://www.turismo.gal/recurso/-/detalle/16640/area-recreativa-de-tomonde?langId=es_ES&tp=4&ctre=16,Cerdedo-Cotobade - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA DO RUBAL,https://www.turismo.gal/recurso/-/detalle/280381637/area-recreativa-do-rubal?langId=es_ES&tp=4&ctre=16,36474 Salceda de Caselas - Pontevedra,Área de recreo,,,
ÁREA RECREATIVA OS BIDUEIROS,https://www.turismo.gal/recurso/-/detalle/16601/area-recreativa-os-bidueiros?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,
AREALONGA,https://www.turismo.gal/recurso/-/detalle/268741680/arealonga?langId=es_ES&tp=3&ctre=15,Redondela - Pontevedra,Playa,,,
AREAS,https://www.turismo.gal/recurso/-/detalle/9767/areas?langId=es_ES&tp=3&ctre=15,36966 Sanxenxo - Pontevedra,Playa,,,
AREAS GORDAS,https://www.turismo.gal/recurso/-/detalle/9746/areas-gordas?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,
AREEIROS,https://www.turismo.gal/recurso/-/detalle/269287655/areeiros?langId=es_ES&tp=3&ctre=15,Vilaboa - Pontevedra,Playa,,,
ARGAZADA,https://www.turismo.gal/recurso/-/detalle/30565/argazada?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,
ARNELES,https://www.turismo.gal/recurso/-/detalle/10473/arneles?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,
ARRIBAS BRANCAS,https://www.turismo.gal/recurso/-/detalle/268644476/arribas-brancas?langId=es_ES&tp=3&ctre=15,Nigrán - Pontevedra,Playa,,,
AS CANAS,https://www.turismo.gal/recurso/-/detalle/11405/as-canas?langId=es_ES&tp=3&ctre=15,36391 Nigrán - Pontevedra,Playa,,,
AS CANTEIRAS,https://www.turismo.gal/recurso/-/detalle/280381752/as-canteiras?langId=es_ES&tp=4&ctre=16,36990 Sanxenxo - Pontevedra,Área de recreo,,,
AS CANTEIRAS,https://www.turismo.gal/recurso/-/detalle/280381753/as-canteiras?langId=es_ES&tp=4&ctre=17,36990 Sanxenxo - Pontevedra,Mirador,,,
AS CONFORCADAS,https://www.turismo.gal/recurso/-/detalle/280381588/as-conforcadas?langId=es_ES&tp=4&ctre=16,36470 Salceda de Caselas - Pontevedra,Área de recreo,,,
AS DORNAS (ILLA DE ONS),https://www.turismo.gal/recurso/-/detalle/11380/as-dornas-illa-de-ons-?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,
AS EXTREMAS,https://www.turismo.gal/recurso/-/detalle/280381361/as-extremas?langId=es_ES&tp=4&ctre=16,As Extremas 36858 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,
AS FONTES,https://www.turismo.gal/recurso/-/detalle/10505/as-fontes?langId=es_ES&tp=3&ctre=15,36208 Vigo - Pontevedra,Playa,,,
AS LOUCENZAS,https://www.turismo.gal/recurso/-/detalle/280381496/as-loucenzas?langId=es_ES&tp=4&ctre=16,"Estrada Baiona, PO 552 36780 A Guarda - Pontevedra",Área de recreo,,,
AS LOUCENZAS,https://www.turismo.gal/recurso/-/detalle/280381498/as-loucenzas?langId=es_ES&tp=4&ctre=17,A Guarda - Pontevedra,Mirador,,,
AS PATIÑAS,https://www.turismo.gal/recurso/-/detalle/10102/as-patinas?langId=es_ES&tp=3&ctre=15,36627 Vilanova de Arousa - Pontevedra,Playa,,,
AS SINAS,https://www.turismo.gal/recurso/-/detalle/10093/as-sinas?langId=es_ES&tp=3&ctre=15,36629 Vilanova de Arousa - Pontevedra,Playa,,,
ATALAIA,https://www.turismo.gal/recurso/-/detalle/181130000340/atalaia?langId=es_ES&tp=9&ctre=40,Paseo Marítimo 36780 A Guarda - Pontevedra,"Castillo, torre, fortaleza",,,
BAIXO MIÑO,https://www.turismo.gal/recurso/-/detalle/16776/baixo-mino?langId=es_ES&tp=1&ctre=9,"Pontevedra
Ourense",ZEC,Red natura 2000,,
BALEELA,https://www.turismo.gal/recurso/-/detalle/16339/baleela?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,
BALTAR,https://www.turismo.gal/recurso/-/detalle/9778/baltar?langId=es_ES&tp=3&ctre=15,36970 Sanxenxo - Pontevedra,Playa,,,
BALUARTE,https://www.turismo.gal/recurso/-/detalle/268694851/baluarte?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,
BAMIO,https://www.turismo.gal/recurso/-/detalle/11353/bamio?langId=es_ES&tp=3&ctre=15,36618 Vilagarcía de Arousa - Pontevedra,Playa,,,
BANCO DE VIGO,https://www.turismo.gal/recurso/-/detalle/26732/banco-de-vigo?langId=es_ES&tp=9&ctre=39,"Calle Colón, esquina Policarpo Sanz 36201 Vigo - Pontevedra",Edificio singular,,,
BANDA DE RÍO,https://www.turismo.gal/recurso/-/detalle/10458/banda-de-rio?langId=es_ES&tp=3&ctre=15,36930 Bueu - Pontevedra,Playa,,,
BARBEIRA,https://www.turismo.gal/recurso/-/detalle/10523/barbeira?langId=es_ES&tp=3&ctre=15,36300 Baiona - Pontevedra,Playa,,,
BARCELA,https://www.turismo.gal/recurso/-/detalle/9701/barcela?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,
BARRA (ESPACIO NATURAL CABO HOME),https://www.turismo.gal/recurso/-/detalle/10484/barra-espacio-natural-cabo-home-?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,
BARRANCO DA TOXEIRA,https://www.turismo.gal/recurso/-/detalle/210923000277/barranco-da-toxeira?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,
BARREIRIÑO,https://www.turismo.gal/recurso/-/detalle/269110297/barreirino?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,
BARREIRO,https://www.turismo.gal/recurso/-/detalle/9716/barreiro?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,
BARREIROS,https://www.turismo.gal/recurso/-/detalle/9765/barreiros?langId=es_ES&tp=3&ctre=15,36960 Sanxenxo - Pontevedra,Playa,,,
BARRIO ANTIGO DA CIDADE DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28473/barrio-antigo-da-cidade-de-pontevedra?langId=es_ES&tp=7&ctre=27,36001 Pontevedra - Pontevedra,Conjunto histórico,,,
BARRIO DA MOUREIRA,https://www.turismo.gal/recurso/-/detalle/278095494/barrio-da-moureira?langId=es_ES&tp=10&ctre=63,36001 Pontevedra - Pontevedra,Conjunto singular,,,
BARRIO DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/278276966/barrio-de-bouzas?langId=es_ES&tp=10&ctre=63,Vigo - Pontevedra,Conjunto singular,,,
