nombre,link,direccion,tipo,categoria,telefono,email
ÁREA DE VILA DE CRUCES,https://www.turismo.gal/recurso/-/detalle/280382500/area-de-vila-de-cruces?langId=es_ES&tp=42&ctre=1000260,"Travesía de Vázquez, nº s/n 36590 Vila de Cruces - Pontevedra",Áreas de Autocaravanas,,,
AREA EN CAMPING SANTA TECLA,https://www.turismo.gal/recurso/-/detalle/200412000100/area-en-camping-santa-tecla?langId=es_ES&tp=42&ctre=1000260,"Calle Baixada O Rio Miño , nº 90 36780 A Guarda - Pontevedra",Áreas de Autocaravanas,,+34 986 613 011.,
ÁREA EN E.S. PETRONOR - LOUCENZAS,https://www.turismo.gal/recurso/-/detalle/200412000101/area-en-e.s.-petronor-loucenzas?langId=es_ES&tp=42&ctre=1000260,"Calle Loucenzas, s/n, nº s/n 36780 A Guarda - Pontevedra",Áreas de Autocaravanas,,,
ÁREA LALIN,https://www.turismo.gal/recurso/-/detalle/200116000160/area-lalin?langId=es_ES&tp=42&ctre=1000260,Calle de Arribadas Lalín - Pontevedra,Áreas de Autocaravanas,,+34 666 430 458.,
ÁREA VILAGARCIA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/200116000158/area-vilagarcia-de-arousa?langId=es_ES&tp=42&ctre=1000260,Avenida Rodrigo de Mendoza Vilagarcía de Arousa - Pontevedra,Áreas de Autocaravanas,,,
"CRUCEROS ÁNGEL, S.L.",https://www.turismo.gal/recurso/-/detalle/278549793/cruceros-angel-s.l.?langId=es_ES&tp=52&ctre=295,"Calle Luis Casais, nº 29 36989 O Grove - Pontevedra",Transporte en barco,,+34 986 732 539,info@crucerosangel.com
"CRUCEROS DE AROSA, S.L.",https://www.turismo.gal/recurso/-/detalle/280381854/cruceros-de-arosa-s.l.?langId=es_ES&tp=52&ctre=295,nº 1B 36980 O Grove - Pontevedra,Transporte en barco,,,info@crucerosdearosa.com
"CRUCEROS DO ULLA - TURIMARES, S.L.",https://www.turismo.gal/recurso/-/detalle/31664/cruceros-do-ulla-turimares-s.l.?langId=es_ES&tp=52&ctre=295,Avenida Beiramar - Porto do Grove 36980 O Grove - Pontevedra,Transporte en barco,,+34 986 731 818 / +34 608 089 458,info@crucerosdoulla.com
"CRUCEROS PELEGRÍN (MONROA, S.L.)",https://www.turismo.gal/recurso/-/detalle/31666/cruceros-pelegrin-monroa-s.l.-?langId=es_ES&tp=52&ctre=295,"Carballeira, 1C 36980 O Grove - Pontevedra",Transporte en barco,,+34 986 730 032,info@crucerospelegrin.com
"CRUCEROS RÍAS BAJAS, S.L.",https://www.turismo.gal/recurso/-/detalle/31665/cruceros-rias-bajas-s.l.?langId=es_ES&tp=52&ctre=295,"Reboredo, nº 76 36989 O Grove - Pontevedra",Transporte en barco,,+34 986 731 343,info@crucerosriasbaixas.com
MARES DO GROVE,https://www.turismo.gal/recurso/-/detalle/180607000180/mares-do-grove?langId=es_ES&tp=52&ctre=295,nº 72 36980 O Grove - Pontevedra,Transporte en barco,,+34 986 732 205,neptuno@crucerosmaresdogrove.com
"MINICRUCEROS PROBA, S.L.",https://www.turismo.gal/recurso/-/detalle/278583781/minicruceros-proba-s.l.?langId=es_ES&tp=52&ctre=293,"Luís Seoane, nº 64 36980 O Grove - Pontevedra",Catamarán,,,info@barcolatoja.com
NAVIERA BAHÍA-SUB,https://www.turismo.gal/recurso/-/detalle/280381856/naviera-bahia-sub?langId=es_ES&tp=52&ctre=295,36990 O Grove - Pontevedra,Transporte en barco,,+34 607 911 523,
"NAVIERA DE LAS RÍAS GALLEGAS, S.L.",https://www.turismo.gal/recurso/-/detalle/280381855/naviera-de-las-rias-gallegas-s.l.?langId=es_ES&tp=52&ctre=295,Cánovas del Castillo 36202 Vigo - Pontevedra,Transporte en barco,,+34 986 433 706,riasgallegas@rgnaviera.com
"NAVIERA MAR DE ONS, S.L.",https://www.turismo.gal/recurso/-/detalle/31674/naviera-mar-de-ons-s.l.?langId=es_ES&tp=52&ctre=295,"Cánovas del Castillo, nº 26 36202 Vigo - Pontevedra",Transporte en barco,,+34 986 225 272,info@mardeons.com
NAVIERA NABIA,https://www.turismo.gal/recurso/-/detalle/11128/naviera-nabia?langId=es_ES&tp=52&ctre=295,"Calle Cánovas del Castillo - Estación marítima de Ría), nº s/n 36201 Vigo - Pontevedra",Transporte en barco,,+34 986 320 048,info@piratasdenabia.com
PEINADOR,https://www.turismo.gal/recurso/-/detalle/1830/peinador?langId=es_ES&tp=100&ctre=232,"Avenida de Peinador, nº s/n 36618 Vigo - Pontevedra",Aeropuertos,,+34 986 268 200,
PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/3370/pontevedra?langId=es_ES&tp=99&ctre=229,"Avenida da Estación, nº s/n 36002 Pontevedra - Pontevedra",Estaciones de autobús,,+34 986 852 408,
TOUR RÍAS BAIXAS,https://www.turismo.gal/recurso/-/detalle/280376525/tour-rias-baixas?langId=es_ES&tp=52&ctre=295,"Curros Enríquez, 25 - 1ºA 36620 Vilanova de Arousa - Pontevedra",Transporte en barco,,,info@toursriasbaixas.com
VIGO,https://www.turismo.gal/recurso/-/detalle/35900/vigo?langId=es_ES&tp=99&ctre=229,"Plaza Estación, nº 1 36201 Vigo - Pontevedra",Estaciones de autobús,,986 37 34 11.,info@estacionautobusesvigo.es
