restaurant_url;nombre_tripadvisor;calificacion_tripadvisor;ubicacion_tripadvisor;web_tripadvisor;telefono_tripadvisor;correo_tripadvisor;acerca_de_tripadvisor;general_hours;daily_hours;features_before;features_after
https://www.tripadvisor.com/Restaurant_Review-g488307-d2701158-Reviews-Loaira_Xantar-Pontevedra_Province_of_Pontevedra_Galicia.html;Loaira Xantar;4.3;Praza da Leña,2, 36002 Pontevedra Spain;https://cartarestaurantes.es/;+34 986 85 88 15;casadexantarloaira@hotmail.es;"About
Travelers' Choice
2025
MICHELIN
View more on MICHELIN Guide
Galician products with ""Loaira Style"". A wide variety of local wines from smalls and singular vineyards.
MICHELIN Guide: Good cooking
A gastro-bar with a small bar, a bistro-style dining room upstairs, plus an attractive terrace on the square. Contemporary, regionally inspired dishes perfect for sharing.
Read more on MICHELIN Guide
Features
See all features
Vegetarian friendly, Gluten free options
Accepts credit cards: American Express
Lunch, Dinner";;;"About
Travelers' Choice
2025
MICHELIN
View more on MICHELIN Guide
Galician products with ""Loaira Style"". A wide variety of local wines from smalls and singular vineyards.
MICHELIN Guide: Good cooking
A gastro-bar with a small bar, a bistro-style dining room upstairs, plus an attractive terrace on the square. Contemporary, regionally inspired dishes perfect for sharing.
Read more on MICHELIN Guide";"See all features
Vegetarian friendly, Gluten free options
Accepts credit cards: American Express
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d17651348-Reviews-Restaurante_Nonna_Clara_Trattoria-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Nonna Clara Trattoria;4.7;Calle de Santa Clara N 29, 36002 Pontevedra Spain;http://www.nonnaclara.es/;+34 986 10 40 50;reservas@nonnaclara.es;"About
Features
See all features
Vegetarian friendly, Vegan options
Lunch, Dinner, Drinks
Table Service, Takeout";;;About;"See all features
Vegetarian friendly, Vegan options
Lunch, Dinner, Drinks
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d2477946-Reviews-Casa_Roman_Restaurante-Pontevedra_Province_of_Pontevedra_Galicia.html;Casa Roman Restaurante;4.2;Avda Augusto Garcia Sanchez, 12, 36003 Pontevedra Spain;http://www.casaroman.com/restaurante/;+34 986 84 35 60;restaurante@casaroman.com;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12713818-Reviews-Os_Maristas-Pontevedra_Province_of_Pontevedra_Galicia.html;;;;;;;;;;;
https://www.tripadvisor.com/Restaurant_Review-g488307-d23988628-Reviews-La_Paloma_Centro-Pontevedra_Province_of_Pontevedra_Galicia.html;La Paloma Centro;4.8;Rúa Augusto Gonzalez Besada Nº10, 36001 Pontevedra Spain;https://smartmenu.agorapos.com/?id=99uws3y1;+34 986 85 11 77;lapalomacentropontevedra@gmail.com;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d992159-Reviews-Alameda_10-Pontevedra_Province_of_Pontevedra_Galicia.html;Alameda 10;4.4;Rua Alameda 10, 36001 Pontevedra Spain;http://www.restaurantealameda10.com/;+34 986 85 74 12;info@restaurantealameda10.com;"About
Features
See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d751601-Reviews-El_Pitillo-Pontevedra_Province_of_Pontevedra_Galicia.html;El Pitillo;3.9;Rua Alta 3, 36002 Pontevedra Spain;;+34 665 31 13 32;;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner, Late Night
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner, Late Night
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7159156-Reviews-Tabula_Rasa-Pontevedra_Province_of_Pontevedra_Galicia.html;Tabula Rasa;4.3;Rua Marquesa, 4, 36002 Pontevedra Spain;https://www.instagram.com/tabularasa_taberna/;+34 986 10 46 83;tabularasataberna@gmail.com;"About
Features
See all features
Cash Only, Accepts credit cards: American Express, Discover, Mastercard, Visa
Lunch, Dinner, Brunch, Drinks
Table Service";;;About;"See all features
Cash Only, Accepts credit cards: American Express, Discover, Mastercard, Visa
Lunch, Dinner, Brunch, Drinks
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d27578233-Reviews-Trasmallo_Restaurante-Pontevedra_Province_of_Pontevedra_Galicia.html;Trasmallo Restaurante;4.8;Rúa Figueroa, 14, 36002 Pontevedra Spain;https://smartmenu.agorapos.com/?id=hffzr7yd%2523%252F#/;+34 687 25 07 38;trasmallo@antonionovas.com;"About
Travelers' Choice
2025
MICHELIN
View more on MICHELIN Guide
MICHELIN Guide: Good cooking
Through the name of this restaurant, located along an attractive, narrow pedestrian street in the old quarter of town, the aim is to pay homage to a traditional form of fishing that, through the generations, has been fundamental to the livelihood of owner-chef Antonio Novas’ family. It boasts a bar at the entrance that is reminiscent of an old Galician tavern, a welcoming stone-walled dining room on the first floor, plus a private space for small events above it. Here, the cuisine is centred around top-quality ingredients and touches of contemporary and international influence, including daily recommendations that never fail to impress. Standout dishes include the signature croquettes (including those prepared with cuttlefish in ink), fish of the day and, for dessert, the creamy baked cheesecake with seasonal fruit jam.
Read more on MICHELIN Guide
Features
See all features
Accepts credit cards: American Express, Mastercard, Visa
Lunch, Dinner
Table Service";;;"About
Travelers' Choice
2025
MICHELIN
View more on MICHELIN Guide
MICHELIN Guide: Good cooking
Through the name of this restaurant, located along an attractive, narrow pedestrian street in the old quarter of town, the aim is to pay homage to a traditional form of fishing that, through the generations, has been fundamental to the livelihood of owner-chef Antonio Novas’ family. It boasts a bar at the entrance that is reminiscent of an old Galician tavern, a welcoming stone-walled dining room on the first floor, plus a private space for small events above it. Here, the cuisine is centred around top-quality ingredients and touches of contemporary and international influence, including daily recommendations that never fail to impress. Standout dishes include the signature croquettes (including those prepared with cuttlefish in ink), fish of the day and, for dessert, the creamy baked cheesecake with seasonal fruit jam.
Read more on MICHELIN Guide";"See all features
Accepts credit cards: American Express, Mastercard, Visa
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12579051-Reviews-Savoy_Restobar-Pontevedra_Province_of_Pontevedra_Galicia.html;Savoy Restobar;4.2;Plaza Ourense 4, 36002 Pontevedra Spain;http://savoyrestobar.com/;+34 986 10 85 81;reservas@savoyrestobar.com;"About
Our gastronomic proposal will be based on contemporary cuisine; Merging the traditional Galician gastronomy with the one of other point of the Spanish geography and of the world.
Features
See all features
Vegetarian friendly, Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;"About
Our gastronomic proposal will be based on contemporary cuisine; Merging the traditional Galician gastronomy with the one of other point of the Spanish geography and of the world.";"See all features
Vegetarian friendly, Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6825637-Reviews-El_Viajero_del_Norte-Pontevedra_Province_of_Pontevedra_Galicia.html;El Viajero del Norte;4.4;Rua Paio Gomez Charino 10 Bajo a, 36002 Pontevedra Spain;https://m.bakarta.com/El-Viajero-del-Norte;+34 886 31 05 73;elviajerodelnorte.pontevedra@gmail.com;"About
Features
See all features
Vegetarian friendly, Vegan options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Late Night";;;About;"See all features
Vegetarian friendly, Vegan options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Late Night"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4641674-Reviews-Barbol-Pontevedra_Province_of_Pontevedra_Galicia.html;Barbol;4.0;Rua Real 21, 36002 Pontevedra Spain;http://www.facebook.com/Barbol-160284530649048/;+34 670 88 18 51;;"About
Features
See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d2697815-Reviews-La_Fuga_de_Blas-Pontevedra_Province_of_Pontevedra_Galicia.html;La Fuga de Blas;4.4;Rua Padre Luis Maria Fernandez 3, 36002 Pontevedra Spain;http://lafugadeblaspontevedra.wordpress.com/;+34 685 83 07 69;lafugadeblas@hotmail.com;"About
La Fuga de Blas is a restaurant located in the historic center of Pontevedra that offers customers the best culinary references, with a market cuisine of the best quality, which makes our cuisine something new and different. The good work done in the kitchen of this restaurant has earned him the prize for the 'Best tapa Galicia' in 2014.
Features
See all features
Vegetarian friendly
Accepts Credit Cards
Lunch, Dinner, Brunch";;;"About
La Fuga de Blas is a restaurant located in the historic center of Pontevedra that offers customers the best culinary references, with a market cuisine of the best quality, which makes our cuisine something new and different. The good work done in the kitchen of this restaurant has earned him the prize for the 'Best tapa Galicia' in 2014.";"See all features
Vegetarian friendly
Accepts Credit Cards
Lunch, Dinner, Brunch"
https://www.tripadvisor.com/Restaurant_Review-g488307-d10354216-Reviews-Pintxovino-Pontevedra_Province_of_Pontevedra_Galicia.html;Pintxovino;3.8;Rua Padre Sarmiento 31 Bajo, 36002 Pontevedra Spain;;+34 986 90 33 88;;"About
Features
See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d10222050-Reviews-Bar_Estrella-Pontevedra_Province_of_Pontevedra_Galicia.html;Bar Estrella;4.3;Rua Figueroa 1, 36002 Pontevedra Spain;https://smartmenu.agorapos.com/?id=cvauz41s#/;+34 986 84 11 94;;"About
Features
See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner, Drinks";;;About;"See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner, Drinks"
https://www.tripadvisor.com/Restaurant_Review-g488307-d15011710-Reviews-Bodegon_Arca-Pontevedra_Province_of_Pontevedra_Galicia.html;Bodegón Arca;4.7;Rúa de Xerardo Álvarez Limeses, 9, 36001 Pontevedra Spain;;+34 986 84 57 19;;"About
Features
See all features
Vegetarian friendly
Accepts Credit Cards
Breakfast, Lunch, Dinner";;;About;"See all features
Vegetarian friendly
Accepts Credit Cards
Breakfast, Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4129934-Reviews-Restaurante_Parador_de_Pontevedra-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Parador de Pontevedra;4.1;Rúa do Barón, 19, 36002 Pontevedra Spain;http://paradores.es/es/restaurante-casa-do-baron-parador-de-pontevedra?utm_source=Tripadvisor&utm_medium=Metabuscadores&utm_campaign=Tripadvisor_Restaurante_ES&utm_content=Restaurantes&utm_term=RESTAURANTE_PARADOR_DE_PONTEVEDRA;+34 986 85 58 00;pontevedra@parador.es;"About
Features
See all features
Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Drinks
Table Service";;;About;"See all features
Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Drinks
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8462712-Reviews-Bar_Galicia_2000-Pontevedra_Province_of_Pontevedra_Galicia.html;Bar Galicia 2000;4.5;Rua da Seca 7, 36002 Pontevedra Spain;;+34 986 85 56 01;;"About
Features
See all features
Lunch, Dinner
Table Service, Takeout
Highchairs Available, Seating";;;About;"See all features
Lunch, Dinner
Table Service, Takeout
Highchairs Available, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4213746-Reviews-Adega_Dos_Avos-Pontevedra_Province_of_Pontevedra_Galicia.html;Adega Dos Avos;3.7;Rua Xeneral Gutierrez Mellado 6 Gutierrez Mellado 6, 36001 Pontevedra Spain;https://www.facebook.com/471033026267553;+34 986 84 15 61;adega.dos.avos@hotmail.com;"About
Features
See all features
Accepts credit cards: Mastercard, Visa
Breakfast, Lunch, Dinner, Late Night
Table Service, Takeout";;;About;"See all features
Accepts credit cards: Mastercard, Visa
Breakfast, Lunch, Dinner, Late Night
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d14643707-Reviews-Bocarte-Pontevedra_Province_of_Pontevedra_Galicia.html;Bocarte;4.6;Calle Nova de Arriba, 7, 36002 Pontevedra Spain;http://bocartefusion.com/;+34 886 30 15 25;reservas@bocartefusion.com;"About
Features
See all features
Vegetarian friendly, Gluten free options
Accepts Credit Cards
Lunch, Dinner, Drinks";;;About;"See all features
Vegetarian friendly, Gluten free options
Accepts Credit Cards
Lunch, Dinner, Drinks"
https://www.tripadvisor.com/Restaurant_Review-g488307-d21230804-Reviews-Cafeteria_Albergue_de_Peregrinos_de_Briallos-Pontevedra_Province_of_Pontevedra_G.html;Cafeteria Albergue de Peregrinos de Briallos;4.9;Ep-8102. # Barro #Portas #Caldas de Reis, 36658 Pontevedra Spain;;+34 626 83 46 69;cafeteriaalberguebriallos@gmail.com;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d26865382-Reviews-Team_Carpaccio-Pontevedra_Province_of_Pontevedra_Galicia.html;Team Carpaccio;5.0;Rua da Republica Arxentina 19 Bajo, 36201 Pontevedra Spain;http://www.teamcarpaccio.com/;+34 627 45 66 70;teamcarpaccio.es@gmail.com;"About
Features
See all features
Lunch, Dinner, Late Night, Drinks
Delivery, Drive Thru, Table Service, Takeout
Outdoor Seating, Seating";;;About;"See all features
Lunch, Dinner, Late Night, Drinks
Delivery, Drive Thru, Table Service, Takeout
Outdoor Seating, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6127104-Reviews-Alcrique-Pontevedra_Province_of_Pontevedra_Galicia.html;Alcrique;4.2;Rua Joaquin Costa 25, 36001 Pontevedra Spain;https://restaurantealcrique.com/;+34 986 85 76 89;;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d2368975-Reviews-La_Casa_de_las_Cinco_Puertas-Pontevedra_Province_of_Pontevedra_Galicia.html;La Casa de las Cinco Puertas;4.1;Avenida Santa Maria 8, 36002 Pontevedra Spain;http://5puertas.com/;+34 986 85 19 48;info@5puertas.com;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8012373-Reviews-A_Casa_Da_Lena-Pontevedra_Province_of_Pontevedra_Galicia.html;A Casa Da Lena;3.9;Rua Figueroa 33 Rua figueroa, 33, 36002 Pontevedra Spain;http://acasadalena.webnode.es/;+34 886 30 75 23;;"About
Features
See all features
Cash Only, Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Table Service, Takeout";;;About;"See all features
Cash Only, Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d15050505-Reviews-La_Bella_Napoli_Pizzeria_1970-Pontevedra_Province_of_Pontevedra_Galicia.html;La Bella Napoli Pizzeria 1970;4.6;Rua Jose Casal 7, 36003 Pontevedra Spain;http://labellanapoli1970.es/;+34 986 19 52 74;;"About
Features
See all features
Vegetarian friendly
Accepts Credit Cards
Breakfast, Lunch, Dinner";;;About;"See all features
Vegetarian friendly
Accepts Credit Cards
Breakfast, Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6905000-Reviews-Taberna_Saudade_Pontevedra-Pontevedra_Province_of_Pontevedra_Galicia.html;Taberna Saudade Pontevedra;4.5;Rua Princesa 8 Bajo, 36002 Pontevedra Spain;https://www.facebook.com/448039588735639;+34 627 16 61 03;saudadetrisquel13@gmail.com;"About
Features
See all features
Vegetarian friendly, Gluten free options
Accepts credit cards: Visa
Lunch, Dinner";;;About;"See all features
Vegetarian friendly, Gluten free options
Accepts credit cards: Visa
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d27758604-Reviews-El_Arroz_Pontevedra-Pontevedra_Province_of_Pontevedra_Galicia.html;El Arroz Pontevedra;4.9;Rúa Peregrina, 16, 36001 Pontevedra Spain;https://www.instagram.com/elarrozpontevedra/;+34 986 10 39 69;elarrozpontevedra@gmail.com;"About
Features
See all features
Lunch, Dinner, Drinks
Table Service
Seating";;;About;"See all features
Lunch, Dinner, Drinks
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d751600-Reviews-Casa_Verdun-Pontevedra_Province_of_Pontevedra_Galicia.html;Casa Verdun;3.9;Rua Real 46, 36002 Pontevedra Spain;http://www.casaverdun.com/;+34 986 84 22 89;;"About
Features
See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner, Late Night";;;About;"See all features
Gluten free options
Accepts Credit Cards
Lunch, Dinner, Late Night"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8487421-Reviews-Bocateria_Orange-Pontevedra_Province_of_Pontevedra_Galicia.html;Bocateria Orange;3.7;Rua Padre Amoedo Carballo 8, 36002 Pontevedra Spain;http://www.orange.es/;+34 986 84 54 28;;"About
Features
See all features
Vegan options
Lunch, Dinner, Brunch
Table Service, Takeout";;;About;"See all features
Vegan options
Lunch, Dinner, Brunch
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4552985-Reviews-La_Bodega-Pontevedra_Province_of_Pontevedra_Galicia.html;La Bodega;4.1;Avenida de Madrid, 8, Sanxexo, Pontevedra Spain;;+34 605 68 93 14;;"About
Features
See all features
Vegetarian friendly
Lunch, Dinner
Table Service";;;About;"See all features
Vegetarian friendly
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6224320-Reviews-Restaurante_Maky-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Maky;4.2;Calle Herreros 17, 36002 Pontevedra Spain;https://www.facebook.com/pages/RESTAURANTE-MAKY/164064213690027;+34 986 85 78 32;;"About
Features
See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7856106-Reviews-A_Ultramar-Pontevedra_Province_of_Pontevedra_Galicia.html;A Ultramar;3.7;Padre Amoedo Carballo 1-3, 36002 Pontevedra Spain;https://laultramar.es/;+34 986 85 72 66;restaurante@laultramar.es;"About
An original coosy tavern placed in Pontevedra, where you can enjoy choosing between comfortable different places to savor our delicious cuisine: an outdoor terrace or two locations indoors. Everything could be surprising in your paladar! Travel with us between the traditional galician cooking, such as an squid sandwich or dare to a cool steak tartar. Don't hesitate to ckeck our menu! We are waiting for you.
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts credit cards: Discover, Mastercard, Visa
Lunch, Dinner";;;"About
An original coosy tavern placed in Pontevedra, where you can enjoy choosing between comfortable different places to savor our delicious cuisine: an outdoor terrace or two locations indoors. Everything could be surprising in your paladar! Travel with us between the traditional galician cooking, such as an squid sandwich or dare to a cool steak tartar. Don't hesitate to ckeck our menu! We are waiting for you.";"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts credit cards: Discover, Mastercard, Visa
Lunch, Dinner"
